reading_id,meter_id,ts,kwh,read_type,source_system
RD-000013602,MTR-200010,14/10/2024 08:30,0.1594,A,legacy_hh_v1
RD-000015042,MTR-200011,14/10/2024 08:30,0.1085,A,legacy_hh_v1
RD-000016482,MTR-200012,14/10/2024 08:30,0.1095,A,legacy_hh_v1
RD-000017922,MTR-200013,14/10/2024 08:30,0.0576,A,legacy_hh_v1
RD-000019362,MTR-200014,14/10/2024 08:30,0.1142,A,legacy_hh_v1
RD-000020802,MTR-200015,14/10/2024 08:30,0.1038,A,legacy_hh_v1
RD-000022242,MTR-200016,14/10/2024 08:30,0.1253,A,legacy_hh_v1
RD-000023682,MTR-200017,14/10/2024 08:30,0.0763,A,legacy_hh_v1
RD-000025122,MTR-200018,14/10/2024 08:30,0.1151,A,legacy_hh_v1
RD-000026562,MTR-200019,14/10/2024 08:30,0.0779,A,legacy_hh_v1
RD-000028002,MTR-200020,14/10/2024 08:30,0.1308,A,legacy_hh_v1
RD-000029442,MTR-200021,14/10/2024 08:30,0.0812,E,legacy_hh_v1
RD-000030882,MTR-200022,14/10/2024 08:30,0.0696,A,legacy_hh_v1
RD-000032322,MTR-200023,14/10/2024 08:30,0.0937,A,legacy_hh_v1
RD-000033762,MTR-200024,14/10/2024 08:30,0.0779,A,legacy_hh_v1
RD-000035202,MTR-200025,14/10/2024 08:30,0.0662,A,legacy_hh_v1
RD-000036642,MTR-200026,14/10/2024 08:30,0.1104,A,legacy_hh_v1
RD-000038082,MTR-200027,14/10/2024 08:30,0.0859,A,legacy_hh_v1
RD-000039522,MTR-200028,14/10/2024 08:30,0.0568,A,legacy_hh_v1
RD-000040962,MTR-200029,14/10/2024 08:30,0.1291,A,legacy_hh_v1
RD-000042402,MTR-200030,14/10/2024 08:30,0.089,A,legacy_hh_v1
RD-000043842,MTR-200031,14/10/2024 08:30,0.0839,A,legacy_hh_v1
RD-000045282,MTR-200032,14/10/2024 08:30,0.124,A,legacy_hh_v1
RD-000046722,MTR-200033,14/10/2024 08:30,0.135,A,legacy_hh_v1
RD-000048162,MTR-200034,14/10/2024 08:30,0.1124,A,legacy_hh_v1
RD-000049602,MTR-200035,14/10/2024 08:30,0.0776,A,legacy_hh_v1
RD-000051042,MTR-200036,14/10/2024 08:30,0.0431,A,legacy_hh_v1
RD-000052482,MTR-200037,14/10/2024 08:30,0.1318,E,legacy_hh_v1
RD-000053922,MTR-200038,14/10/2024 08:30,0.1266,A,legacy_hh_v1
RD-000055362,MTR-200039,14/10/2024 08:30,0.0876,A,legacy_hh_v1
RD-000056802,MTR-200040,14/10/2024 08:30,0.1281,A,legacy_hh_v1
RD-000058242,MTR-200041,14/10/2024 08:30,0.1215,A,legacy_hh_v1
RD-000059682,MTR-200042,14/10/2024 08:30,0.1048,A,legacy_hh_v1
RD-000061122,MTR-200043,14/10/2024 08:30,0.0921,A,legacy_hh_v1
RD-000062562,MTR-200044,14/10/2024 08:30,0.0976,E,legacy_hh_v1
RD-000064002,MTR-200045,14/10/2024 08:30,0.1072,A,legacy_hh_v1
RD-000065442,MTR-200046,14/10/2024 08:30,0.121,A,legacy_hh_v1
RD-000066882,MTR-200047,14/10/2024 08:30,0.1276,A,legacy_hh_v1
RD-000068322,MTR-200048,14/10/2024 08:30,0.064,A,legacy_hh_v1
RD-000069762,MTR-200049,14/10/2024 08:30,0.0718,A,legacy_hh_v1
RD-000071202,MTR-200050,14/10/2024 08:30,0.0814,A,legacy_hh_v1
RD-000072642,MTR-200051,14/10/2024 08:30,0.0442,A,legacy_hh_v1
RD-000074082,MTR-200052,14/10/2024 08:30,0.114,A,legacy_hh_v1
RD-000075522,MTR-200053,14/10/2024 08:30,0.1295,A,legacy_hh_v1
RD-000076962,MTR-200054,14/10/2024 08:30,0.0532,A,legacy_hh_v1
RD-000078402,MTR-200055,14/10/2024 08:30,0.1549,A,legacy_hh_v1
RD-000079842,MTR-200056,14/10/2024 08:30,0.0795,A,legacy_hh_v1
RD-000081282,MTR-200057,14/10/2024 08:30,0.1055,A,legacy_hh_v1
RD-000082722,MTR-200058,14/10/2024 08:30,0.096,A,legacy_hh_v1
RD-000084162,MTR-200059,14/10/2024 08:30,0.0633,A,legacy_hh_v1
RD-000000643,MTR-200001,14/10/2024 09:00,0.1464,A,legacy_hh_v1
RD-000002083,MTR-200002,14/10/2024 09:00,0.101,A,legacy_hh_v1
RD-000003523,MTR-200003,14/10/2024 09:00,0.0649,A,legacy_hh_v1
RD-000004963,MTR-200004,14/10/2024 09:00,0.0505,A,legacy_hh_v1
RD-000007843,MTR-200006,14/10/2024 09:00,0.133,A,legacy_hh_v1
RD-000009283,MTR-200007,14/10/2024 09:00,0.0861,A,legacy_hh_v1
RD-000010723,MTR-200008,14/10/2024 09:00,0.13,A,legacy_hh_v1
RD-000012163,MTR-200009,14/10/2024 09:00,0.1028,A,legacy_hh_v1
RD-000013603,MTR-200010,14/10/2024 09:00,0.1443,A,legacy_hh_v1
RD-000015043,MTR-200011,14/10/2024 09:00,0.1013,A,legacy_hh_v1
RD-000016483,MTR-200012,14/10/2024 09:00,0.0918,A,legacy_hh_v1
RD-000017923,MTR-200013,14/10/2024 09:00,0.0553,A,legacy_hh_v1
RD-000019363,MTR-200014,14/10/2024 09:00,0.0944,A,legacy_hh_v1
RD-000020803,MTR-200015,14/10/2024 09:00,0.0917,A,legacy_hh_v1
RD-000022243,MTR-200016,14/10/2024 09:00,0.1216,A,legacy_hh_v1
RD-000023683,MTR-200017,14/10/2024 09:00,0.0551,A,legacy_hh_v1
RD-000025123,MTR-200018,14/10/2024 09:00,0.124,A,legacy_hh_v1
RD-000026563,MTR-200019,14/10/2024 09:00,0.086,A,legacy_hh_v1
RD-000028003,MTR-200020,14/10/2024 09:00,0.1229,A,legacy_hh_v1
RD-000029443,MTR-200021,14/10/2024 09:00,0.0621,A,legacy_hh_v1
RD-000030883,MTR-200022,14/10/2024 09:00,0.0746,A,legacy_hh_v1
RD-000032323,MTR-200023,14/10/2024 09:00,0.0959,A,legacy_hh_v1
RD-000033763,MTR-200024,14/10/2024 09:00,0.0748,A,legacy_hh_v1
RD-000035203,MTR-200025,14/10/2024 09:00,0.0592,A,legacy_hh_v1
RD-000036643,MTR-200026,14/10/2024 09:00,0.0993,A,legacy_hh_v1
RD-000038083,MTR-200027,14/10/2024 09:00,0.083,A,legacy_hh_v1
RD-000039523,MTR-200028,14/10/2024 09:00,0.0595,A,legacy_hh_v1
RD-000040963,MTR-200029,14/10/2024 09:00,0.1125,A,legacy_hh_v1
RD-000042403,MTR-200030,14/10/2024 09:00,0.0768,A,legacy_hh_v1
RD-000043843,MTR-200031,14/10/2024 09:00,0.075,A,legacy_hh_v1
RD-000045283,MTR-200032,14/10/2024 09:00,0.1019,A,legacy_hh_v1
RD-000046723,MTR-200033,14/10/2024 09:00,0.1204,A,legacy_hh_v1
RD-000048163,MTR-200034,14/10/2024 09:00,0.1331,A,legacy_hh_v1
RD-000049603,MTR-200035,14/10/2024 09:00,0.064,A,legacy_hh_v1
RD-000051043,MTR-200036,14/10/2024 09:00,0.04,A,legacy_hh_v1
RD-000052483,MTR-200037,14/10/2024 09:00,0.1463,A,legacy_hh_v1
RD-000053923,MTR-200038,14/10/2024 09:00,0.1228,A,legacy_hh_v1
RD-000055363,MTR-200039,14/10/2024 09:00,0.0724,A,legacy_hh_v1
RD-000056803,MTR-200040,14/10/2024 09:00,0.1606,A,legacy_hh_v1
RD-000058243,MTR-200041,14/10/2024 09:00,0.1166,A,legacy_hh_v1
RD-000059683,MTR-200042,14/10/2024 09:00,0.0914,A,legacy_hh_v1
RD-000061123,MTR-200043,14/10/2024 09:00,0.1023,A,legacy_hh_v1
RD-000062563,MTR-200044,14/10/2024 09:00,0.0943,A,legacy_hh_v1
RD-000064003,MTR-200045,14/10/2024 09:00,0.1003,A,legacy_hh_v1
RD-000065443,MTR-200046,14/10/2024 09:00,0.1388,A,legacy_hh_v1
RD-000066883,MTR-200047,14/10/2024 09:00,0.0898,A,legacy_hh_v1
RD-000068323,MTR-200048,14/10/2024 09:00,0.0704,A,legacy_hh_v1
RD-000069763,MTR-200049,14/10/2024 09:00,0.0742,A,legacy_hh_v1
RD-000071203,MTR-200050,14/10/2024 09:00,0.0748,A,legacy_hh_v1
RD-000072643,MTR-200051,14/10/2024 09:00,0.0539,A,legacy_hh_v1
RD-000074083,MTR-200052,14/10/2024 09:00,0.1236,A,legacy_hh_v1
RD-000075523,MTR-200053,14/10/2024 09:00,0.1306,A,legacy_hh_v1
RD-000076963,MTR-200054,14/10/2024 09:00,0.0646,A,legacy_hh_v1
RD-000078403,MTR-200055,14/10/2024 09:00,0.1358,A,legacy_hh_v1
RD-000079843,MTR-200056,14/10/2024 09:00,0.0849,A,legacy_hh_v1
RD-000081283,MTR-200057,14/10/2024 09:00,0.1172,E,legacy_hh_v1
RD-000082723,MTR-200058,14/10/2024 09:00,0.111,A,legacy_hh_v1
RD-000084163,MTR-200059,14/10/2024 09:00,0.0505,A,legacy_hh_v1
RD-000000644,MTR-200001,14/10/2024 09:30,0.1199,A,legacy_hh_v1
RD-000002084,MTR-200002,14/10/2024 09:30,0.1194,A,legacy_hh_v1
RD-000003524,MTR-200003,14/10/2024 09:30,0.0546,A,legacy_hh_v1
RD-000004964,MTR-200004,14/10/2024 09:30,0.0461,A,legacy_hh_v1
RD-000006404,MTR-200005,14/10/2024 09:30,0.0505,A,legacy_hh_v1
RD-000007844,MTR-200006,14/10/2024 09:30,0.1238,A,legacy_hh_v1
RD-000009284,MTR-200007,14/10/2024 09:30,0.0637,A,legacy_hh_v1
RD-000010724,MTR-200008,14/10/2024 09:30,0.1095,A,legacy_hh_v1
RD-000012164,MTR-200009,14/10/2024 09:30,0.1035,A,legacy_hh_v1
RD-000013604,MTR-200010,14/10/2024 09:30,0.1512,A,legacy_hh_v1
RD-000015044,MTR-200011,14/10/2024 09:30,0.1253,A,legacy_hh_v1
RD-000016484,MTR-200012,14/10/2024 09:30,0.1039,A,legacy_hh_v1
RD-000017924,MTR-200013,14/10/2024 09:30,0.0491,A,legacy_hh_v1
RD-000020804,MTR-200015,14/10/2024 09:30,0.0856,A,legacy_hh_v1
RD-000022244,MTR-200016,14/10/2024 09:30,0.1317,A,legacy_hh_v1
RD-000023684,MTR-200017,14/10/2024 09:30,0.0602,A,legacy_hh_v1
RD-000025124,MTR-200018,14/10/2024 09:30,0.16,A,legacy_hh_v1
RD-000026564,MTR-200019,14/10/2024 09:30,0.0992,A,legacy_hh_v1
RD-000028004,MTR-200020,14/10/2024 09:30,0.1346,A,legacy_hh_v1
RD-000029444,MTR-200021,14/10/2024 09:30,0.0545,A,legacy_hh_v1
RD-000030884,MTR-200022,14/10/2024 09:30,0.0817,A,legacy_hh_v1
RD-000032324,MTR-200023,14/10/2024 09:30,0.0755,A,legacy_hh_v1
RD-000033764,MTR-200024,14/10/2024 09:30,0.0641,A,legacy_hh_v1
RD-000035204,MTR-200025,14/10/2024 09:30,0.0517,A,legacy_hh_v1
RD-000036644,MTR-200026,14/10/2024 09:30,0.1045,A,legacy_hh_v1
RD-000038084,MTR-200027,14/10/2024 09:30,0.0836,A,legacy_hh_v1
RD-000039524,MTR-200028,14/10/2024 09:30,0.0689,A,legacy_hh_v1
RD-000040964,MTR-200029,14/10/2024 09:30,0.1177,A,legacy_hh_v1
RD-000042404,MTR-200030,14/10/2024 09:30,0.0721,A,legacy_hh_v1
RD-000043844,MTR-200031,14/10/2024 09:30,0.0593,A,legacy_hh_v1
RD-000045284,MTR-200032,14/10/2024 09:30,0.1029,A,legacy_hh_v1
RD-000046724,MTR-200033,14/10/2024 09:30,0.1013,A,legacy_hh_v1
RD-000048164,MTR-200034,14/10/2024 09:30,0.1249,A,legacy_hh_v1
RD-000049604,MTR-200035,14/10/2024 09:30,0.0763,A,legacy_hh_v1
RD-000051044,MTR-200036,14/10/2024 09:30,0.0457,A,legacy_hh_v1
RD-000052484,MTR-200037,14/10/2024 09:30,0.1132,A,legacy_hh_v1
RD-000053924,MTR-200038,14/10/2024 09:30,0.124,A,legacy_hh_v1
RD-000055364,MTR-200039,14/10/2024 09:30,0.0662,A,legacy_hh_v1
RD-000056804,MTR-200040,14/10/2024 09:30,0.1629,A,legacy_hh_v1
RD-000058244,MTR-200041,14/10/2024 09:30,0.0931,E,legacy_hh_v1
RD-000059684,MTR-200042,14/10/2024 09:30,0.1143,A,legacy_hh_v1
RD-000061124,MTR-200043,14/10/2024 09:30,0.1025,A,legacy_hh_v1
RD-000062564,MTR-200044,14/10/2024 09:30,0.1149,A,legacy_hh_v1
RD-000064004,MTR-200045,14/10/2024 09:30,0.0857,A,legacy_hh_v1
RD-000065444,MTR-200046,14/10/2024 09:30,0.1316,A,legacy_hh_v1
RD-000066884,MTR-200047,14/10/2024 09:30,0.1136,A,legacy_hh_v1
RD-000068324,MTR-200048,14/10/2024 09:30,0.0865,A,legacy_hh_v1
RD-000069764,MTR-200049,14/10/2024 09:30,0.0756,A,legacy_hh_v1
RD-000071204,MTR-200050,14/10/2024 09:30,0.0776,A,legacy_hh_v1
RD-000072644,MTR-200051,14/10/2024 09:30,0.0463,E,legacy_hh_v1
RD-000074084,MTR-200052,14/10/2024 09:30,0.1173,A,legacy_hh_v1
RD-000075524,MTR-200053,14/10/2024 09:30,0.1329,E,legacy_hh_v1
RD-000076964,MTR-200054,14/10/2024 09:30,0.048,A,legacy_hh_v1
RD-000078404,MTR-200055,14/10/2024 09:30,0.1471,A,legacy_hh_v1
RD-000079844,MTR-200056,14/10/2024 09:30,0.0646,A,legacy_hh_v1
RD-000081284,MTR-200057,14/10/2024 09:30,0.122,A,legacy_hh_v1
RD-000082724,MTR-200058,14/10/2024 09:30,0.0872,A,legacy_hh_v1
RD-000084164,MTR-200059,14/10/2024 09:30,0.048,A,legacy_hh_v1
RD-000084164,MTR-200059,14/10/2024 09:30,0.048,A,legacy_hh_v1
RD-000000645,MTR-200001,14/10/2024 10:00,0.1172,A,legacy_hh_v1
RD-000002085,MTR-200002,14/10/2024 10:00,0.1368,A,legacy_hh_v1
RD-000003525,MTR-200003,14/10/2024 10:00,0.0624,E,legacy_hh_v1
RD-000004965,MTR-200004,14/10/2024 10:00,0.047,A,legacy_hh_v1
RD-000006405,MTR-200005,14/10/2024 10:00,0.0616,A,legacy_hh_v1
RD-000007845,MTR-200006,14/10/2024 10:00,0.1572,A,legacy_hh_v1
RD-000009285,MTR-200007,14/10/2024 10:00,0.0985,A,legacy_hh_v1
RD-000010725,MTR-200008,14/10/2024 10:00,0.1163,A,legacy_hh_v1
RD-000012165,MTR-200009,14/10/2024 10:00,0.0997,A,legacy_hh_v1
RD-000013605,MTR-200010,14/10/2024 10:00,0.1392,A,legacy_hh_v1
RD-000015045,MTR-200011,14/10/2024 10:00,0.1361,A,legacy_hh_v1
RD-000016485,MTR-200012,14/10/2024 10:00,0.085,E,legacy_hh_v1
RD-000017925,MTR-200013,14/10/2024 10:00,0.0493,A,legacy_hh_v1
RD-000019365,MTR-200014,14/10/2024 10:00,0.0953,A,legacy_hh_v1
RD-000020805,MTR-200015,14/10/2024 10:00,0.0927,A,legacy_hh_v1
RD-000022245,MTR-200016,14/10/2024 10:00,0.1027,A,legacy_hh_v1
RD-000023685,MTR-200017,14/10/2024 10:00,0.0617,A,legacy_hh_v1
RD-000025125,MTR-200018,14/10/2024 10:00,0.1402,A,legacy_hh_v1
RD-000026565,MTR-200019,14/10/2024 10:00,0.0904,A,legacy_hh_v1
RD-000028005,MTR-200020,14/10/2024 10:00,0.142,A,legacy_hh_v1
RD-000029445,MTR-200021,14/10/2024 10:00,0.0623,A,legacy_hh_v1
RD-000030885,MTR-200022,14/10/2024 10:00,0.1014,A,legacy_hh_v1
RD-000032325,MTR-200023,14/10/2024 10:00,0.0945,A,legacy_hh_v1
RD-000033765,MTR-200024,14/10/2024 10:00,0.0701,A,legacy_hh_v1
RD-000035205,MTR-200025,14/10/2024 10:00,0.0452,A,legacy_hh_v1
RD-000036645,MTR-200026,14/10/2024 10:00,0.0946,A,legacy_hh_v1
RD-000038085,MTR-200027,14/10/2024 10:00,0.0874,A,legacy_hh_v1
RD-000039525,MTR-200028,14/10/2024 10:00,0.0566,A,legacy_hh_v1
RD-000040965,MTR-200029,14/10/2024 10:00,0.1065,A,legacy_hh_v1
RD-000042405,MTR-200030,14/10/2024 10:00,0.0746,A,legacy_hh_v1
RD-000043845,MTR-200031,14/10/2024 10:00,0.0851,A,legacy_hh_v1
RD-000045285,MTR-200032,14/10/2024 10:00,0.1083,A,legacy_hh_v1
RD-000046725,MTR-200033,14/10/2024 10:00,0.1046,A,legacy_hh_v1
RD-000048165,MTR-200034,14/10/2024 10:00,0.1095,A,legacy_hh_v1
RD-000049605,MTR-200035,14/10/2024 10:00,0.0872,A,legacy_hh_v1
RD-000051045,MTR-200036,14/10/2024 10:00,0.0561,A,legacy_hh_v1
RD-000052485,MTR-200037,14/10/2024 10:00,0.1466,A,legacy_hh_v1
RD-000053925,MTR-200038,14/10/2024 10:00,0.0949,A,legacy_hh_v1
RD-000055365,MTR-200039,14/10/2024 10:00,0.089,A,legacy_hh_v1
RD-000056805,MTR-200040,14/10/2024 10:00,0.1569,A,legacy_hh_v1
RD-000058245,MTR-200041,14/10/2024 10:00,0.1103,A,legacy_hh_v1
RD-000059685,MTR-200042,14/10/2024 10:00,0.0945,A,legacy_hh_v1
RD-000061125,MTR-200043,14/10/2024 10:00,0.1006,A,legacy_hh_v1
RD-000062565,MTR-200044,14/10/2024 10:00,0.1069,A,legacy_hh_v1
RD-000064005,MTR-200045,14/10/2024 10:00,0.1128,E,legacy_hh_v1
RD-000065445,MTR-200046,14/10/2024 10:00,0.1395,A,legacy_hh_v1
RD-000066885,MTR-200047,14/10/2024 10:00,0.103,A,legacy_hh_v1
RD-000068325,MTR-200048,14/10/2024 10:00,0.0828,A,legacy_hh_v1
RD-000069765,MTR-200049,14/10/2024 10:00,0.0774,A,legacy_hh_v1
RD-000071205,MTR-200050,14/10/2024 10:00,0.0825,A,legacy_hh_v1
RD-000072645,MTR-200051,14/10/2024 10:00,0.0485,A,legacy_hh_v1
RD-000074085,MTR-200052,14/10/2024 10:00,0.136,A,legacy_hh_v1
RD-000075525,MTR-200053,14/10/2024 10:00,0.1378,E,legacy_hh_v1
RD-000076965,MTR-200054,14/10/2024 10:00,0.0661,A,legacy_hh_v1
RD-000078405,MTR-200055,14/10/2024 10:00,0.0989,E,legacy_hh_v1
RD-000079845,MTR-200056,14/10/2024 10:00,0.0901,A,legacy_hh_v1
RD-000081285,MTR-200057,14/10/2024 10:00,0.1262,A,legacy_hh_v1
RD-000082725,MTR-200058,14/10/2024 10:00,0.1106,A,legacy_hh_v1
RD-000084165,MTR-200059,14/10/2024 10:00,0.0485,A,legacy_hh_v1
RD-000000646,MTR-200001,14/10/2024 10:30,0.127,A,legacy_hh_v1
RD-000002086,MTR-200002,14/10/2024 10:30,0.1409,A,legacy_hh_v1
RD-000003526,MTR-200003,14/10/2024 10:30,0.0881,A,legacy_hh_v1
RD-000004966,MTR-200004,14/10/2024 10:30,0.0547,A,legacy_hh_v1
RD-000006406,MTR-200005,14/10/2024 10:30,0.0732,A,legacy_hh_v1
RD-000007846,MTR-200006,14/10/2024 10:30,0.1676,A,legacy_hh_v1
RD-000009286,MTR-200007,14/10/2024 10:30,0.0908,A,legacy_hh_v1
RD-000010726,MTR-200008,14/10/2024 10:30,0.1291,A,legacy_hh_v1
RD-000012166,MTR-200009,14/10/2024 10:30,0.1125,A,legacy_hh_v1
RD-000013606,MTR-200010,14/10/2024 10:30,0.1456,A,legacy_hh_v1
RD-000015046,MTR-200011,14/10/2024 10:30,0.1554,A,legacy_hh_v1
RD-000016486,MTR-200012,14/10/2024 10:30,0.1062,A,legacy_hh_v1
RD-000019366,MTR-200014,14/10/2024 10:30,0.0938,A,legacy_hh_v1
RD-000020806,MTR-200015,14/10/2024 10:30,0.1288,A,legacy_hh_v1
RD-000022246,MTR-200016,14/10/2024 10:30,0.1356,A,legacy_hh_v1
RD-000023686,MTR-200017,14/10/2024 10:30,0.0745,A,legacy_hh_v1
RD-000025126,MTR-200018,14/10/2024 10:30,0.1273,A,legacy_hh_v1
RD-000026566,MTR-200019,14/10/2024 10:30,0.0774,A,legacy_hh_v1
RD-000028006,MTR-200020,14/10/2024 10:30,0.1293,A,legacy_hh_v1
RD-000029446,MTR-200021,14/10/2024 10:30,0.0894,A,legacy_hh_v1
RD-000030886,MTR-200022,14/10/2024 10:30,0.0994,A,legacy_hh_v1
RD-000032326,MTR-200023,14/10/2024 10:30,0.0858,A,legacy_hh_v1
RD-000033766,MTR-200024,14/10/2024 10:30,0.0803,A,legacy_hh_v1
RD-000035206,MTR-200025,14/10/2024 10:30,0.0474,A,legacy_hh_v1
RD-000036646,MTR-200026,14/10/2024 10:30,0.119,A,legacy_hh_v1
RD-000038086,MTR-200027,14/10/2024 10:30,0.0993,E,legacy_hh_v1
RD-000039526,MTR-200028,14/10/2024 10:30,0.0616,A,legacy_hh_v1
RD-000040966,MTR-200029,14/10/2024 10:30,0.1312,A,legacy_hh_v1
RD-000042406,MTR-200030,14/10/2024 10:30,0.0794,A,legacy_hh_v1
RD-000043846,MTR-200031,14/10/2024 10:30,0.0933,A,legacy_hh_v1
RD-000045286,MTR-200032,14/10/2024 10:30,0.1332,A,legacy_hh_v1
RD-000046726,MTR-200033,14/10/2024 10:30,0.1019,A,legacy_hh_v1
RD-000048166,MTR-200034,14/10/2024 10:30,0.1205,A,legacy_hh_v1
RD-000049606,MTR-200035,14/10/2024 10:30,0.065,A,legacy_hh_v1
RD-000051046,MTR-200036,14/10/2024 10:30,0.058,A,legacy_hh_v1
RD-000052486,MTR-200037,14/10/2024 10:30,0.1378,A,legacy_hh_v1
RD-000053926,MTR-200038,14/10/2024 10:30,0.1344,A,legacy_hh_v1
RD-000055366,MTR-200039,14/10/2024 10:30,0.0884,A,legacy_hh_v1
RD-000056806,MTR-200040,14/10/2024 10:30,0.1661,A,legacy_hh_v1
RD-000058246,MTR-200041,14/10/2024 10:30,0.142,A,legacy_hh_v1
RD-000059686,MTR-200042,14/10/2024 10:30,0.1399,A,legacy_hh_v1
RD-000061126,MTR-200043,14/10/2024 10:30,0.0743,A,legacy_hh_v1
RD-000062566,MTR-200044,14/10/2024 10:30,0.127,A,legacy_hh_v1
RD-000064006,MTR-200045,14/10/2024 10:30,0.0883,E,legacy_hh_v1
RD-000065446,MTR-200046,14/10/2024 10:30,0.1405,A,legacy_hh_v1
RD-000066886,MTR-200047,14/10/2024 10:30,0.1214,A,legacy_hh_v1
RD-000068326,MTR-200048,14/10/2024 10:30,0.0779,A,legacy_hh_v1
RD-000069766,MTR-200049,14/10/2024 10:30,0.0689,A,legacy_hh_v1
RD-000071206,MTR-200050,14/10/2024 10:30,0.103,A,legacy_hh_v1
RD-000072646,MTR-200051,14/10/2024 10:30,0.0612,A,legacy_hh_v1
RD-000074086,MTR-200052,14/10/2024 10:30,0.1318,A,legacy_hh_v1
RD-000075526,MTR-200053,14/10/2024 10:30,0.1345,A,legacy_hh_v1
RD-000076966,MTR-200054,14/10/2024 10:30,0.0625,A,legacy_hh_v1
RD-000078406,MTR-200055,14/10/2024 10:30,0.125,A,legacy_hh_v1
RD-000079846,MTR-200056,14/10/2024 10:30,0.08,A,legacy_hh_v1
RD-000081286,MTR-200057,14/10/2024 10:30,0.1121,A,legacy_hh_v1
RD-000082726,MTR-200058,14/10/2024 10:30,0.1259,A,legacy_hh_v1
RD-000084166,MTR-200059,14/10/2024 10:30,0.0512,A,legacy_hh_v1
RD-000000647,MTR-200001,14/10/2024 11:00,0.1463,A,legacy_hh_v1
RD-000002087,MTR-200002,14/10/2024 11:00,0.1344,A,legacy_hh_v1
RD-000003527,MTR-200003,14/10/2024 11:00,0.0818,A,legacy_hh_v1
RD-000004967,MTR-200004,14/10/2024 11:00,0.054,A,legacy_hh_v1
RD-000006407,MTR-200005,14/10/2024 11:00,0.0665,A,legacy_hh_v1
RD-000007847,MTR-200006,14/10/2024 11:00,0.1689,A,legacy_hh_v1
RD-000009287,MTR-200007,14/10/2024 11:00,0.0935,A,legacy_hh_v1
RD-000010727,MTR-200008,14/10/2024 11:00,0.1469,A,legacy_hh_v1
RD-000012167,MTR-200009,14/10/2024 11:00,0.1283,A,legacy_hh_v1
RD-000013607,MTR-200010,14/10/2024 11:00,0.1747,A,legacy_hh_v1
RD-000015047,MTR-200011,14/10/2024 11:00,0.135,A,legacy_hh_v1
RD-000016487,MTR-200012,14/10/2024 11:00,0.1179,A,legacy_hh_v1
RD-000017927,MTR-200013,14/10/2024 11:00,0.0524,A,legacy_hh_v1
RD-000019367,MTR-200014,14/10/2024 11:00,0.092,A,legacy_hh_v1
RD-000020807,MTR-200015,14/10/2024 11:00,0.1231,A,legacy_hh_v1
RD-000022247,MTR-200016,14/10/2024 11:00,0.1434,A,legacy_hh_v1
RD-000023687,MTR-200017,14/10/2024 11:00,0.0603,A,legacy_hh_v1
RD-000025127,MTR-200018,14/10/2024 11:00,0.1429,A,legacy_hh_v1
RD-000026567,MTR-200019,14/10/2024 11:00,0.1165,A,legacy_hh_v1
RD-000028007,MTR-200020,14/10/2024 11:00,0.1771,A,legacy_hh_v1
RD-000029447,MTR-200021,14/10/2024 11:00,0.0924,A,legacy_hh_v1
RD-000032327,MTR-200023,14/10/2024 11:00,0.0983,A,legacy_hh_v1
RD-000033767,MTR-200024,14/10/2024 11:00,0.0859,A,legacy_hh_v1
RD-000035207,MTR-200025,14/10/2024 11:00,0.0594,A,legacy_hh_v1
RD-000036647,MTR-200026,14/10/2024 11:00,0.1336,A,legacy_hh_v1
RD-000038087,MTR-200027,14/10/2024 11:00,0.0952,A,legacy_hh_v1
RD-000039527,MTR-200028,14/10/2024 11:00,0.0832,A,legacy_hh_v1
RD-000040967,MTR-200029,14/10/2024 11:00,0.1188,A,legacy_hh_v1
RD-000042407,MTR-200030,14/10/2024 11:00,0.0786,A,legacy_hh_v1
RD-000043847,MTR-200031,14/10/2024 11:00,0.1064,A,legacy_hh_v1
RD-000045287,MTR-200032,14/10/2024 11:00,0.0969,A,legacy_hh_v1
RD-000046727,MTR-200033,14/10/2024 11:00,0.1524,A,legacy_hh_v1
RD-000048167,MTR-200034,14/10/2024 11:00,0.1855,A,legacy_hh_v1
RD-000049607,MTR-200035,14/10/2024 11:00,0.0761,A,legacy_hh_v1
RD-000051047,MTR-200036,14/10/2024 11:00,0.0466,A,legacy_hh_v1
RD-000052487,MTR-200037,14/10/2024 11:00,0.1593,A,legacy_hh_v1
RD-000053927,MTR-200038,14/10/2024 11:00,0.163,A,legacy_hh_v1
RD-000055367,MTR-200039,14/10/2024 11:00,0.0802,A,legacy_hh_v1
RD-000056807,MTR-200040,14/10/2024 11:00,0.1515,A,legacy_hh_v1
RD-000058247,MTR-200041,14/10/2024 11:00,0.1607,A,legacy_hh_v1
RD-000059687,MTR-200042,14/10/2024 11:00,0.1038,A,legacy_hh_v1
RD-000061127,MTR-200043,14/10/2024 11:00,0.1178,A,legacy_hh_v1
RD-000062567,MTR-200044,14/10/2024 11:00,0.1214,A,legacy_hh_v1
RD-000064007,MTR-200045,14/10/2024 11:00,0.1167,A,legacy_hh_v1
RD-000065447,MTR-200046,14/10/2024 11:00,0.1387,A,legacy_hh_v1
RD-000066887,MTR-200047,14/10/2024 11:00,0.1216,A,legacy_hh_v1
RD-000068327,MTR-200048,14/10/2024 11:00,0.0961,A,legacy_hh_v1
RD-000069767,MTR-200049,14/10/2024 11:00,0.0836,A,legacy_hh_v1
RD-000071207,MTR-200050,14/10/2024 11:00,0.0981,A,legacy_hh_v1
